id,date,block,iucr,primary_type,description,location_description,year,latitude,longitude,location
11195100,2018-01-03T15:36:00.000,008XX N MICHIGAN AVE,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,2018,41.898767916,-87.624116333,"{'latitude': '41.898767916', 'longitude': '-87.624116333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195105,2018-01-04T13:50:00.000,007XX N RUSH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2018,41.895969005,-87.625484271,"{'latitude': '41.895969005', 'longitude': '-87.625484271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195290,2018-01-03T17:00:00.000,006XX N ST CLAIR ST,0890,THEFT,FROM BUILDING,RESTAURANT,2018,41.8945086,-87.622742041,"{'latitude': '41.8945086', 'longitude': '-87.622742041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195324,2018-01-03T16:00:00.000,004XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.890384236,-87.624109917,"{'latitude': '41.890384236', 'longitude': '-87.624109917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195332,2018-01-04T17:15:00.000,006XX N ST CLAIR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,2018,41.8945086,-87.622742041,"{'latitude': '41.8945086', 'longitude': '-87.622742041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195468,2018-01-03T15:15:00.000,004XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,2018,41.890455604,-87.6241128,"{'latitude': '41.890455604', 'longitude': '-87.6241128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195470,2018-01-03T17:05:00.000,006XX N ST CLAIR ST,0890,THEFT,FROM BUILDING,RESTAURANT,2018,41.8945086,-87.622742041,"{'latitude': '41.8945086', 'longitude': '-87.622742041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195513,2018-01-04T19:29:00.000,006XX N MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,2018,41.892753031,-87.624193896,"{'latitude': '41.892753031', 'longitude': '-87.624193896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195556,2018-01-04T12:00:00.000,009XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,2018,41.899410159,-87.624131266,"{'latitude': '41.899410159', 'longitude': '-87.624131266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195873,2018-01-05T09:40:00.000,009XX N MICHIGAN AVE,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,2018,41.899410159,-87.624131266,"{'latitude': '41.899410159', 'longitude': '-87.624131266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11195894,2018-01-05T11:00:00.000,004XX N MICHIGAN AVE,0810,THEFT,OVER $500,SIDEWALK,2018,41.88946287,-87.624222942,"{'latitude': '41.88946287', 'longitude': '-87.624222942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11196007,2018-01-05T12:27:00.000,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.899734047,-87.624142375,"{'latitude': '41.899734047', 'longitude': '-87.624142375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11196128,2018-01-05T14:20:00.000,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.897982937,-87.624095634,"{'latitude': '41.897982937', 'longitude': '-87.624095634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11196138,2018-01-05T10:30:00.000,006XX N ST CLAIR ST,0890,THEFT,FROM BUILDING,OTHER,2018,41.894563504,-87.622745105,"{'latitude': '41.894563504', 'longitude': '-87.622745105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11196182,2018-01-05T15:30:00.000,001XX E WALTON ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,2018,41.900017769,-87.623426629,"{'latitude': '41.900017769', 'longitude': '-87.623426629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11196290,2018-01-04T16:00:00.000,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.898767916,-87.624116333,"{'latitude': '41.898767916', 'longitude': '-87.624116333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11196354,2018-01-05T16:20:00.000,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.899410159,-87.624131266,"{'latitude': '41.899410159', 'longitude': '-87.624131266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11196471,2018-01-05T20:54:00.000,006XX N MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,2018,41.892753031,-87.624193896,"{'latitude': '41.892753031', 'longitude': '-87.624193896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11197048,2018-01-06T17:18:00.000,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.898767916,-87.624116333,"{'latitude': '41.898767916', 'longitude': '-87.624116333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11197053,2018-01-06T17:10:00.000,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.895978014,-87.624275756,"{'latitude': '41.895978014', 'longitude': '-87.624275756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11197132,2018-01-06T13:30:00.000,001XX E CHESTNUT ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,2018,41.89837293,-87.625035314,"{'latitude': '41.89837293', 'longitude': '-87.625035314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11197159,2018-01-06T14:00:00.000,006XX N ST CLAIR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,2018,41.894563504,-87.622745105,"{'latitude': '41.894563504', 'longitude': '-87.622745105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11197230,2018-01-06T20:45:00.000,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.892816145,-87.624193198,"{'latitude': '41.892816145', 'longitude': '-87.624193198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11197250,2018-01-06T20:00:00.000,008XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,2018,41.897895128,-87.624096605,"{'latitude': '41.897895128', 'longitude': '-87.624096605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11197728,2018-01-07T16:40:00.000,008XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,2018,41.896943556,-87.624206307,"{'latitude': '41.896943556', 'longitude': '-87.624206307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11198134,2018-01-08T07:56:00.000,001XX E CHESTNUT ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,2018,41.89837293,-87.625035314,"{'latitude': '41.89837293', 'longitude': '-87.625035314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11198158,2018-01-05T18:10:00.000,004XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.890384236,-87.624109917,"{'latitude': '41.890384236', 'longitude': '-87.624109917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11198204,2018-01-06T03:47:00.000,001XX E DELAWARE PL,0610,BURGLARY,FORCIBLE ENTRY,BANK,2018,41.899233348,-87.622608851,"{'latitude': '41.899233348', 'longitude': '-87.622608851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11198415,2018-01-08T13:55:00.000,005XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.891133566,-87.624134682,"{'latitude': '41.891133566', 'longitude': '-87.624134682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11198427,2018-01-07T13:54:00.000,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.899410159,-87.624131266,"{'latitude': '41.899410159', 'longitude': '-87.624131266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11198719,2018-01-08T18:43:00.000,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.893628633,-87.624224612,"{'latitude': '41.893628633', 'longitude': '-87.624224612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11199088,2018-01-09T00:50:00.000,001XX E GRAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,2018,41.891746779,-87.623448439,"{'latitude': '41.891746779', 'longitude': '-87.623448439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11199254,2018-01-09T11:30:00.000,006XX N MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,2018,41.894465726,-87.624241063,"{'latitude': '41.894465726', 'longitude': '-87.624241063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11199263,2018-01-09T10:13:00.000,005XX N RUSH ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,2018,41.892057783,-87.625373201,"{'latitude': '41.892057783', 'longitude': '-87.625373201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11199332,2018-01-05T16:40:00.000,005XX N MICHIGAN AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,ATM (AUTOMATIC TELLER MACHINE),2018,41.891133566,-87.624134682,"{'latitude': '41.891133566', 'longitude': '-87.624134682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11199510,2018-01-09T15:54:00.000,008XX N MICHIGAN AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,DEPARTMENT STORE,2018,41.897837503,-87.624097243,"{'latitude': '41.897837503', 'longitude': '-87.624097243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11199551,2018-01-09T16:05:00.000,006XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,2018,41.89437515,-87.624238392,"{'latitude': '41.89437515', 'longitude': '-87.624238392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11199659,2018-01-09T19:00:00.000,001XX E ONTARIO ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,2018,41.893349463,-87.623456403,"{'latitude': '41.893349463', 'longitude': '-87.623456403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11199715,2018-01-09T17:36:00.000,006XX N MICHIGAN AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,DEPARTMENT STORE,2018,41.892753031,-87.624193896,"{'latitude': '41.892753031', 'longitude': '-87.624193896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200263,2018-01-03T18:42:00.000,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.895140898,-87.624255632,"{'latitude': '41.895140898', 'longitude': '-87.624255632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200280,2018-01-06T17:54:00.000,007XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.895140898,-87.624255632,"{'latitude': '41.895140898', 'longitude': '-87.624255632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200307,2018-01-04T13:03:00.000,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.899410159,-87.624131266,"{'latitude': '41.899410159', 'longitude': '-87.624131266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200363,2018-01-10T13:15:00.000,006XX N MICHIGAN AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOTEL/MOTEL,2018,41.894539838,-87.624243916,"{'latitude': '41.894539838', 'longitude': '-87.624243916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200476,2018-01-10T14:54:00.000,006XX N MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,2018,41.892753031,-87.624193896,"{'latitude': '41.892753031', 'longitude': '-87.624193896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200575,2018-01-10T17:30:00.000,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.892753031,-87.624193896,"{'latitude': '41.892753031', 'longitude': '-87.624193896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200581,2018-01-04T20:00:00.000,009XX N MICHIGAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,2018,41.900354519,-87.624186934,"{'latitude': '41.900354519', 'longitude': '-87.624186934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200629,2018-01-10T15:45:00.000,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.897895128,-87.624096605,"{'latitude': '41.897895128', 'longitude': '-87.624096605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200645,2018-01-10T15:00:00.000,001XX E CHICAGO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.896714548,-87.625340136,"{'latitude': '41.896714548', 'longitude': '-87.625340136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200651,2018-01-09T18:30:00.000,001XX E PEARSON ST,0810,THEFT,OVER $500,STREET,2018,41.897572941,-87.62436096,"{'latitude': '41.897572941', 'longitude': '-87.62436096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200671,2018-01-09T17:00:00.000,008XX N MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,2018,41.897837503,-87.624097243,"{'latitude': '41.897837503', 'longitude': '-87.624097243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200790,2018-01-10T19:10:00.000,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.899410159,-87.624131266,"{'latitude': '41.899410159', 'longitude': '-87.624131266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11200867,2018-01-10T19:40:00.000,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,2018,41.897895128,-87.624096605,"{'latitude': '41.897895128', 'longitude': '-87.624096605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11201046,2018-01-10T14:30:00.000,008XX N MICHIGAN AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,DEPARTMENT STORE,2018,41.897982937,-87.624095634,"{'latitude': '41.897982937', 'longitude': '-87.624095634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11201368,2018-01-11T13:20:00.000,008XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,2018,41.896943556,-87.624206307,"{'latitude': '41.896943556', 'longitude': '-87.624206307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11201444,2018-01-11T15:15:00.000,005XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,2018,41.891984471,-87.62416567,"{'latitude': '41.891984471', 'longitude': '-87.62416567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11201429,2018-01-11T14:20:00.000,008XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,2018,41.897895128,-87.624096605,"{'latitude': '41.897895128', 'longitude': '-87.624096605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11201637,2018-01-11T13:45:00.000,006XX N ST CLAIR ST,0890,THEFT,FROM BUILDING,RESTAURANT,2018,41.8945086,-87.622742041,"{'latitude': '41.8945086', 'longitude': '-87.622742041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11201646,2018-01-11T15:30:00.000,008XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,2018,41.898767916,-87.624116333,"{'latitude': '41.898767916', 'longitude': '-87.624116333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11201647,2018-01-11T15:30:00.000,008XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,2018,41.898767916,-87.624116333,"{'latitude': '41.898767916', 'longitude': '-87.624116333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11201653,2018-01-11T15:45:00.000,006XX N ST CLAIR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,2018,41.8945086,-87.622742041,"{'latitude': '41.8945086', 'longitude': '-87.622742041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11201822,2018-01-11T18:30:00.000,006XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,2018,41.892753031,-87.624193896,"{'latitude': '41.892753031', 'longitude': '-87.624193896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11202356,2018-01-09T13:55:00.000,008XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,2018,41.897895128,-87.624096605,"{'latitude': '41.897895128', 'longitude': '-87.624096605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11202416,2018-01-11T13:30:00.000,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,2018,41.899410159,-87.624131266,"{'latitude': '41.899410159', 'longitude': '-87.624131266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11202452,2018-01-12T14:30:00.000,004XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,2018,41.88946287,-87.624222942,"{'latitude': '41.88946287', 'longitude': '-87.624222942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11202696,2018-01-12T12:30:00.000,001XX E PEARSON ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,2018,41.897596067,-87.623218373,"{'latitude': '41.897596067', 'longitude': '-87.623218373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11203180,2018-01-13T14:00:00.000,006XX N ST CLAIR ST,0890,THEFT,FROM BUILDING,RESTAURANT,2018,41.8945086,-87.622742041,"{'latitude': '41.8945086', 'longitude': '-87.622742041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
11203365,2018-01-13T17:30:00.000,008XX N RUSH ST,0890,THEFT,FROM BUILDING,RESTAURANT,2018,41.897211487,-87.625823165,"{'latitude': '41.897211487', 'longitude': '-87.625823165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
